nrmse,material_w_bias_0,material_w_bias_1
0.3171084735131423,0.0,0.0001
0.31755624081925166,0.0,0.001
0.3190944742621404,0.0,0.05
0.3192086277207979,0.0,0.01
0.3208213303759536,0.0,0.0005
0.32086162628301457,0,0
0.32125822001164517,0.0,0.01
0.3221810794883505,0.0,0.005
