nrmse,local_heart_w_in_mu,local_heart_w_in_scale,local_heart_weights_mu,local_heart_weights_scale,local_heart_to_other_weights_mu,local_heart_to_other_weights_scale,w_in_mu,w_in_scale
0.8849998140863724,0,0.2,0,1,0,0,0,0.2
0.887232284583192,0,0.1,0,1,0,0,0,0.2
0.888149811201672,0.2,0.08,0,1,0,0,0,0.2
0.8949969384867289,0.2,0.08,0,1,0,0.5,0,0.2
0.900262705615724,0,0.1,0,1,0,0.5,0,0.2
0.9048182651566197,0,0.2,0,1,0,0.5,0,0.2
0.912552244877793,0,0.2,0,1,0,1,0,0.2
0.9144051318869221,0,0.1,0,1,0,1,0,0.2
0.9155460500295364,0.2,0.08,0,1,0,1,0,0.2
