nrmse,material_density
0.4748133688653643,0.1
0.47495940288042326,0.8
0.47502898720883396,0.7
0.4750885370089408,0.5
0.47509946739163833,0.2
0.47516495660214464,0.6
0.4757079703520307,0.4
0.4762709977216532,0.3
