nrmse,leaky_alpha_min,leaky_alpha_max
0.28789296295293926,0.5,0.9
0.2890459496325942,0.5,0.5
0.28999191404437447,0.1,0.9
0.29132696330595476,0.1,0.5
0.2992279860467669,0.9,0.9
0.34238586411020394,0.1,0.1
