nrmse,d
0.2616037791517166,2
0.26324337744778736,1
0.26527174377946444,3
0.2721970978090579,4
0.29936368482312953,5
0.37416898760425843,6
0.4537335410094087,7
0.5358523025143268,8
0.6190474049982583,9
0.6794362752840746,10
0.7467793156976581,11
0.7839911876035921,12
