nrmse,material_w_in_0,material_w_in_1
0.4743313925450283,0.0,0.02
0.47483235365136667,0.0,0.03
0.4798711925177276,0.0,0.01
0.4824908674214767,0.0,0.007
0.4830329679213494,0.0,0.005
0.4857728979040642,0.0,0.002
0.48852880856444236,0.0,0.001
0.49771295902397256,0.0,0.0005
