nrmse,local_heart_w_in_mu,local_heart_w_in_scale,local_heart_weights_mu,local_heart_weights_scale,local_heart_to_other_weights_mu,local_heart_to_other_weights_scale,w_in_mu,w_in_scale
0.8781932599549304,0,0.2,0,1,0,0,0,0.1
0.8864816235540331,0,0.2,0,1,0,0,0,0.2
0.8956502384020488,0,0.2,0,1,0,0.5,0,0.2
0.8997226520213801,0,0.2,0,1,0,0.5,0,0.1
0.9153280973962916,0,0.2,0,1,0,1,0,0.2
0.918786243125378,0,0.2,0,1,0,1,0,0.1
0.9463372686359698,0,0.2,0,1,0,1,0,0
0.950104716857196,0,0.2,0,1,0,0.5,0,0
0.9585328435434141,0,0.2,0,1,0,0,0,0
