nrmse,d
0.26180084396681924,2
0.26237913850042416,1
0.26520081225132186,3
0.27279455417849924,4
0.3011605787532922,5
0.3652109479597686,6
0.4602637017648181,7
0.5234206217893238,8
0.6090123979710087,9
0.6972879952100776,10
0.7342764204891798,11
0.7940689878007523,12
