nrmse,spectral_radius
0.4805821930580439,0.9
0.4818256678026507,0.8
0.4829925651681236,0.7
0.4850982135645746,0.5
0.48596229203707486,0.4
0.48796834880647305,0.2
0.5012556905237755,1.05
0.5174547775454374,1.1
